調査年 コード,調査年,地域 コード,地域,総面積,耕地面積
1988100000,1988年度,1207,北海道 帯広市,61894,23500
1988100000,1988年度,1208,北海道 北見市,137708,25210
1988100000,1988年度,1209,北海道 夕張市,76336,777
1988100000,1988年度,1210,北海道 岩見沢市,48109,20610
1988100000,1988年度,1211,北海道 網走市,47099,14100
1988100000,1988年度,1212,北海道 留萌市,29726,1400
1988100000,1988年度,1213,北海道 苫小牧市,56027,1350
1988100000,1988年度,1214,北海道 稚内市,76559,15900
1988100000,1988年度,1215,北海道 美唄市,27761,9710
1988100000,1988年度,1216,北海道 芦別市,86507,3900
1988100000,1988年度,1217,北海道 江別市,18752,8470
1988100000,1988年度,1218,北海道 赤平市,12988,1140
1988100000,1988年度,1219,北海道 紋別市,83024,9110
1988100000,1988年度,1220,北海道 士別市,112036,17490
1988100000,1988年度,1221,北海道 名寄市,53510,10440
1988100000,1988年度,1222,北海道 三笠市,30264,1500
1988100000,1988年度,1223,北海道 根室市,41261,9550
1988100000,1988年度,1224,北海道 千歳市,59491,6880
1988100000,1988年度,1225,北海道 滝川市,11582,5890
1988100000,1988年度,1226,北海道 砂川市,7869,1900
1988100000,1988年度,1227,北海道 歌志内市,5599,13
1988100000,1988年度,1228,北海道 深川市,52934,12600
1988100000,1988年度,1229,北海道 富良野市,60083,10800
1988100000,1988年度,1230,北海道 登別市,21211,1010
1988100000,1988年度,1231,北海道 恵庭市,29487,5000
1988100000,1988年度,1233,北海道 伊達市,44244,5920
1988100000,1988年度,1234,北海道 北広島市,11854,2520
1988100000,1988年度,1235,北海道 石狩市,72410,6364
1988100000,1988年度,1236,北海道 北斗市,39727,5130
1988100000,1988年度,1303,北海道 当別町,42012,9490
1988100000,1988年度,1304,北海道 新篠津村,7824,5260
1988100000,1988年度,1331,北海道 松前町,29308,503
1988100000,1988年度,1332,北海道 福島町,18718,249
1988100000,1988年度,1333,北海道 知内町,19665,2010
1988100000,1988年度,1334,北海道 木古内町,22186,1210
1988100000,1988年度,1337,北海道 七飯町,21661,3420
1988100000,1988年度,1343,北海道 鹿部町,11055,235
1988100000,1988年度,1345,北海道 森町,36827,3785
1988100000,1988年度,1346,北海道 八雲町,95590,6993
1988100000,1988年度,1347,北海道 長万部町,31075,3200
1988100000,1988年度,1361,北海道 江差町,10955,1320
1988100000,1988年度,1362,北海道 上ノ国町,54757,1360
1988100000,1988年度,1363,北海道 厚沢部町,46042,4270
1988100000,1988年度,1364,北海道 乙部町,16253,1110
1988100000,1988年度,1367,北海道 奥尻町,14294,615
1988100000,1988年度,1370,北海道 今金町,56814,6020
1988100000,1988年度,1371,北海道 せたな町,63853,6567
1988100000,1988年度,1391,北海道 島牧村,43725,348
1988100000,1988年度,1392,北海道 寿都町,9534,447
1988100000,1988年度,1393,北海道 黒松内町,34547,3630
1988100000,1988年度,1394,北海道 蘭越町,44968,4520
1988100000,1988年度,1395,北海道 ニセコ町,19713,3290
1988100000,1988年度,1396,北海道 真狩村,11443,3260
1988100000,1988年度,1397,北海道 留寿都村,11992,2730
1988100000,1988年度,1398,北海道 喜茂別町,18951,1630
1988100000,1988年度,1399,北海道 京極町,23161,2550
1988100000,1988年度,1400,北海道 倶知安町,26124,4610
1988100000,1988年度,1401,北海道 共和町,30496,5410
1988100000,1988年度,1402,北海道 岩内町,7033,462
1988100000,1988年度,1403,北海道 泊村,8228,46
1988100000,1988年度,1404,北海道 神恵内村,14771,9
1988100000,1988年度,1405,北海道 積丹町,23816,1300
1988100000,1988年度,1406,北海道 古平町,18838,379
1988100000,1988年度,1407,北海道 仁木町,16795,1950
1988100000,1988年度,1408,北海道 余市町,14054,2110
1988100000,1988年度,1409,北海道 赤井川村,28011,1190
1988100000,1988年度,1423,北海道 南幌町,8149,5780
1988100000,1988年度,1424,北海道 奈井江町,8805,2270
1988100000,1988年度,1425,北海道 上砂川町,3991,9
1988100000,1988年度,1427,北海道 由仁町,13386,6150
1988100000,1988年度,1428,北海道 長沼町,16836,11500
1988100000,1988年度,1429,北海道 栗山町,20384,5980
1988100000,1988年度,1430,北海道 月形町,15106,3150
1988100000,1988年度,1431,北海道 浦臼町,10107,3840
1988100000,1988年度,1432,北海道 新十津川町,49562,6360
1988100000,1988年度,1433,北海道 妹背牛町,4849,3690
1988100000,1988年度,1434,北海道 秩父別町,4726,3280
1988100000,1988年度,1436,北海道 雨竜町,19091,3610
1988100000,1988年度,1437,北海道 北竜町,15882,3490
1988100000,1988年度,1438,北海道 沼田町,28328,4530
1988100000,1988年度,1452,北海道 鷹栖町,13931,4660
1988100000,1988年度,1453,北海道 東神楽町,6864,3530
1988100000,1988年度,1454,北海道 当麻町,20495,4400
1988100000,1988年度,1455,北海道 比布町,8721,2770
1988100000,1988年度,1456,北海道 愛別町,24960,2140
1988100000,1988年度,1457,北海道 上川町,104926,2520
1988100000,1988年度,1458,北海道 東川町,24678,3790
1988100000,1988年度,1459,北海道 美瑛町,67716,12600
1988100000,1988年度,1460,北海道 上富良野町,23718,6790
1988100000,1988年度,1461,北海道 中富良野町,10870,5130
1988100000,1988年度,1462,北海道 南富良野町,66553,3100
1988100000,1988年度,1463,北海道 占冠村,57133,795
1988100000,1988年度,1464,北海道 和寒町,22496,4670
1988100000,1988年度,1465,北海道 剣淵町,13140,6450
1988100000,1988年度,1468,北海道 下川町,64408,3880
1988100000,1988年度,1469,北海道 美深町,67212,5190
1988100000,1988年度,1470,北海道 音威子府村,27525,1840
1988100000,1988年度,1471,北海道 中川町,59498,3800
1988100000,1988年度,1472,北海道 幌加内町,76611,4450
1988100000,1988年度,1481,北海道 増毛町,36962,1260
1988100000,1988年度,1482,北海道 小平町,62735,2450
1988100000,1988年度,1483,北海道 苫前町,45437,3260
1988100000,1988年度,1484,北海道 羽幌町,47283,3010
1988100000,1988年度,1485,北海道 初山別村,27900,2040
1988100000,1988年度,1486,北海道 遠別町,59144,4020
1988100000,1988年度,1487,北海道 天塩町,35348,11200
1988100000,1988年度,1511,北海道 猿払村,58562,5620
1988100000,1988年度,1512,北海道 浜頓別町,40156,5920
1988100000,1988年度,1513,北海道 中頓別町,39932,3730
1988100000,1988年度,1514,北海道 枝幸町,111596,12930
1988100000,1988年度,1516,北海道 豊富町,52013,13000
1988100000,1988年度,1517,北海道 礼文町,8133,47
1988100000,1988年度,1518,北海道 利尻町,7646,71
1988100000,1988年度,1519,北海道 利尻富士町,10565,109
1988100000,1988年度,1520,北海道 幌延町,57451,7670
1988100000,1988年度,1543,北海道 美幌町,43838,10800
1988100000,1988年度,1544,北海道 津別町,71585,6190
1988100000,1988年度,1545,北海道 斜里町,73617,10900
1988100000,1988年度,1546,北海道 清里町,40272,9180
1988100000,1988年度,1547,北海道 小清水町,28713,10400
1988100000,1988年度,1549,北海道 訓子府町,19044,6960
1988100000,1988年度,1550,北海道 置戸町,52727,4880
1988100000,1988年度,1552,北海道 佐呂間町,35122,7820
1988100000,1988年度,1555,北海道 遠軽町,133251,8436
1988100000,1988年度,1559,北海道 湧別町,46076,11440
1988100000,1988年度,1560,北海道 滝上町,76689,4470
1988100000,1988年度,1561,北海道 興部町,36241,6680
1988100000,1988年度,1562,北海道 西興部村,30812,2110
1988100000,1988年度,1563,北海道 雄武町,63691,10800
1988100000,1988年度,1564,北海道 大空町,34411,13620
1988100000,1988年度,1571,北海道 豊浦町,23354,2500
1988100000,1988年度,1575,北海道 壮瞥町,20242,1720
1988100000,1988年度,1578,北海道 白老町,42553,1360
1988100000,1988年度,1581,北海道 厚真町,40448,5560
1988100000,1988年度,1584,北海道 洞爺湖町,18500,3280
1988100000,1988年度,1585,北海道 安平町,23710,6610
1988100000,1988年度,1586,北海道 むかわ町,71291,6520
1988100000,1988年度,1601,北海道 日高町,99264,9791
1988100000,1988年度,1602,北海道 平取町,74318,4720
1988100000,1988年度,1604,北海道 新冠町,58588,7400
1988100000,1988年度,1607,北海道 浦河町,69423,6390
1988100000,1988年度,1608,北海道 様似町,36425,1100
1988100000,1988年度,1609,北海道 えりも町,28387,2030
1988100000,1988年度,1610,北海道 新ひだか町,114771,9420
1988100000,1988年度,1631,北海道 音更町,46619,24800
1988100000,1988年度,1632,北海道 士幌町,26052,15200
1988100000,1988年度,1633,北海道 上士幌町,69826,11100
1988100000,1988年度,1634,北海道 鹿追町,39813,12800
1988100000,1988年度,1635,北海道 新得町,106639,7220
1988100000,1988年度,1636,北海道 清水町,40210,15400
1988100000,1988年度,1637,北海道 芽室町,51385,21700
1988100000,1988年度,1638,北海道 中札内村,29269,7290
1988100000,1988年度,1639,北海道 更別村,17646,11600
1988100000,1988年度,1641,北海道 大樹町,81621,14600
1988100000,1988年度,1642,北海道 広尾町,59581,6170
1988100000,1988年度,1643,北海道 幕別町,47800,23370
1988100000,1988年度,1644,北海道 池田町,37204,10100
1988100000,1988年度,1645,北海道 豊頃町,53652,11900
1988100000,1988年度,1646,北海道 本別町,39182,12600
1988100000,1988年度,1647,北海道 足寄町,140832,13200
1988100000,1988年度,1648,北海道 陸別町,60905,6190
1988100000,1988年度,1649,北海道 浦幌町,72975,11700
1988100000,1988年度,1661,北海道 釧路町,25256,1130
1988100000,1988年度,1662,北海道 厚岸町,73473,9760
1988100000,1988年度,1663,北海道 浜中町,42754,15000
1988100000,1988年度,1664,北海道 標茶町,109956,29500
1988100000,1988年度,1665,北海道 弟子屈町,77467,11600
1988100000,1988年度,1667,北海道 鶴居村,57200,9450
1988100000,1988年度,1668,北海道 白糠町,77367,5160
1988100000,1988年度,1691,北海道 別海町,132017,62600
1988100000,1988年度,1692,北海道 中標津町,68506,24100
1988100000,1988年度,1693,北海道 標津町,62456,11900
1988100000,1988年度,1694,北海道 羅臼町,39784,828
1988100000,1988年度,2201,青森県 青森市,82423,10020
1988100000,1988年度,2202,青森県 弘前市,52318,16260
1988100000,1988年度,2203,青森県 八戸市,30431,6290
1988100000,1988年度,2204,青森県 黒石市,21695,4260
1988100000,1988年度,2205,青森県 五所川原市,40465,10100
1988100000,1988年度,2206,青森県 十和田市,68971,12980
1988100000,1988年度,2207,青森県 三沢市,12021,4160
1988100000,1988年度,2208,青森県 むつ市,86349,4216
1988100000,1988年度,2209,青森県 つがる市,25368,14860
1988100000,1988年度,2210,青森県 平川市,34582,5791
1988100000,1988年度,2301,青森県 平内町,21646,1930
1988100000,1988年度,2303,青森県 今別町,12523,654
1988100000,1988年度,2304,青森県 蓬田村,8058,1240
1988100000,1988年度,2307,青森県 外ヶ浜町,22978,949
1988100000,1988年度,2321,青森県 鰺ヶ沢町,34281,3540
1988100000,1988年度,2323,青森県 深浦町,48882,1795
1988100000,1988年度,2343,青森県 西目屋村,24658,482
1988100000,1988年度,2361,青森県 藤崎町,3721,2820
1988100000,1988年度,2362,青森県 大鰐町,16340,1770
1988100000,1988年度,2367,青森県 田舎館村,2230,1600
1988100000,1988年度,2381,青森県 板柳町,4187,3130
1988100000,1988年度,2384,青森県 鶴田町,4640,3190
1988100000,1988年度,2387,青森県 中泊町,21611,4112
1988100000,1988年度,2401,青森県 野辺地町,8156,1040
1988100000,1988年度,2402,青森県 七戸町,33716,7260
1988100000,1988年度,2405,青森県 六戸町,8406,3690
1988100000,1988年度,2406,青森県 横浜町,12652,2660
1988100000,1988年度,2408,青森県 東北町,32673,8520
1988100000,1988年度,2411,青森県 六ヶ所村,25299,3870
1988100000,1988年度,2412,青森県 おいらせ町,7167,3470
1988100000,1988年度,2423,青森県 大間町,5196,425
1988100000,1988年度,2424,青森県 東通村,29432,2270
1988100000,1988年度,2425,青森県 風間浦村,6953,30
1988100000,1988年度,2426,青森県 佐井村,13495,366
1988100000,1988年度,2441,青森県 三戸町,15157,2850
1988100000,1988年度,2442,青森県 五戸町,17757,4820
1988100000,1988年度,2443,青森県 田子町,24208,2990
1988100000,1988年度,2445,青森県 南部町,15321,4368
1988100000,1988年度,2446,青森県 階上町,9387,1580
1988100000,1988年度,2450,青森県 新郷村,15085,2210
1988100000,1988年度,3201,岩手県 盛岡市,88647,10460
1988100000,1988年度,3202,岩手県 宮古市,125947,2927
1988100000,1988年度,3203,岩手県 大船渡市,32305,1576
1988100000,1988年度,3205,岩手県 花巻市,90809,17060
1988100000,1988年度,3206,岩手県 北上市,43755,10400
1988100000,1988年度,3207,岩手県 久慈市,62282,3680
1988100000,1988年度,3208,岩手県 遠野市,82562,7870
1988100000,1988年度,3209,岩手県 一関市,125592,21418
1988100000,1988年度,3210,岩手県 陸前高田市,23211,1620
1988100000,1988年度,3211,岩手県 釜石市,44100,1230
1988100000,1988年度,3213,岩手県 二戸市,42016,5400
1988100000,1988年度,3214,岩手県 八幡平市,85943,9960
1988100000,1988年度,3215,岩手県 奥州市,99335,21620
1988100000,1988年度,3216,岩手県 滝沢市,18226,3730
1988100000,1988年度,3301,岩手県 雫石町,60901,6240
1988100000,1988年度,3302,岩手県 葛巻町,43499,4080
1988100000,1988年度,3303,岩手県 岩手町,36110,5180
1988100000,1988年度,3321,岩手県 紫波町,23926,6240
1988100000,1988年度,3322,岩手県 矢巾町,6728,3100
1988100000,1988年度,3366,岩手県 西和賀町,59078,2257
1988100000,1988年度,3381,岩手県 金ケ崎町,17977,5320
1988100000,1988年度,3402,岩手県 平泉町,6339,1780
1988100000,1988年度,3441,岩手県 住田町,33483,1750
1988100000,1988年度,3461,岩手県 大槌町,20047,867
1988100000,1988年度,3482,岩手県 山田町,26339,746
1988100000,1988年度,3483,岩手県 岩泉町,99290,2430
1988100000,1988年度,3484,岩手県 田野畑村,15619,923
1988100000,1988年度,3485,岩手県 普代村,6965,337
1988100000,1988年度,3501,岩手県 軽米町,24574,3050
1988100000,1988年度,3503,岩手県 野田村,8082,601
1988100000,1988年度,3506,岩手県 九戸村,13393,2140
1988100000,1988年度,3507,岩手県 洋野町,30314,3690
1988100000,1988年度,3524,岩手県 一戸町,30028,4360
1988100000,1988年度,4100,宮城県 仙台市,78357,8180
1988100000,1988年度,4101,宮城県 仙台市 青葉区,-,-
1988100000,1988年度,4102,宮城県 仙台市 宮城野区,-,-
1988100000,1988年度,4103,宮城県 仙台市 若林区,-,-
1988100000,1988年度,4104,宮城県 仙台市 太白区,-,-
1988100000,1988年度,4105,宮城県 仙台市 泉区,-,-
1988100000,1988年度,4202,宮城県 石巻市,55479,11240
1988100000,1988年度,4203,宮城県 塩竈市,1776,111
1988100000,1988年度,4205,宮城県 気仙沼市,33318,3633
1988100000,1988年度,4206,宮城県 白石市,28585,4390
1988100000,1988年度,4207,宮城県 名取市,10007,3350
1988100000,1988年度,4208,宮城県 角田市,14758,5320
1988100000,1988年度,4209,宮城県 多賀城市,1967,462
1988100000,1988年度,4211,宮城県 岩沼市,6071,2100
1988100000,1988年度,4212,宮城県 登米市,53688,18999
1988100000,1988年度,4213,宮城県 栗原市,80683,19681
1988100000,1988年度,4214,宮城県 東松島市,10184,3350
1988100000,1988年度,4215,宮城県 大崎市,79469,20710
1988100000,1988年度,4216,宮城県 富谷市,4913,788
1988100000,1988年度,4301,宮城県 蔵王町,15347,2800
1988100000,1988年度,4302,宮城県 七ヶ宿町,26300,689
1988100000,1988年度,4321,宮城県 大河原町,2503,747
1988100000,1988年度,4322,宮城県 村田町,7830,1930
1988100000,1988年度,4323,宮城県 柴田町,5398,1400
1988100000,1988年度,4324,宮城県 川崎町,27081,2050
1988100000,1988年度,4341,宮城県 丸森町,27334,4250
1988100000,1988年度,4361,宮城県 亘理町,7321,3820
1988100000,1988年度,4362,宮城県 山元町,6448,2280
1988100000,1988年度,4401,宮城県 松島町,5387,1080
1988100000,1988年度,4404,宮城県 七ヶ浜町,1327,202
1988100000,1988年度,4406,宮城県 利府町,4487,658
1988100000,1988年度,4421,宮城県 大和町,22559,2890
1988100000,1988年度,4422,宮城県 大郷町,8202,2320
1988100000,1988年度,4424,宮城県 大衡村,6019,1460
1988100000,1988年度,4444,宮城県 色麻町,10923,3010
1988100000,1988年度,4445,宮城県 加美町,46082,6690
1988100000,1988年度,4501,宮城県 涌谷町,8208,3630
1988100000,1988年度,4505,宮城県 美里町,7506,5290
1988100000,1988年度,4581,宮城県 女川町,6565,42
1988100000,1988年度,4606,宮城県 南三陸町,16341,1760
1988100000,1988年度,5201,秋田県 秋田市,90518,10130
1988100000,1988年度,5202,秋田県 能代市,42676,8010
1988100000,1988年度,5203,秋田県 横手市,69359,19628
1988100000,1988年度,5204,秋田県 大館市,91370,8460
1988100000,1988年度,5206,秋田県 男鹿市,24164,5460
1988100000,1988年度,5207,秋田県 湯沢市,79072,7443
1988100000,1988年度,5209,秋田県 鹿角市,70810,7370
1988100000,1988年度,5210,秋田県 由利本荘市,120904,14163
1988100000,1988年度,5211,秋田県 潟上市,9690,3761
1988100000,1988年度,5212,秋田県 大仙市,86668,20860
1988100000,1988年度,5213,秋田県 北秋田市,115257,7433
1988100000,1988年度,5214,秋田県 にかほ市,24061,4004
1988100000,1988年度,5215,秋田県 仙北市,109364,5640
1988100000,1988年度,5303,秋田県 小坂町,17850,873
1988100000,1988年度,5327,秋田県 上小阿仁村,25682,609
1988100000,1988年度,5346,秋田県 藤里町,28198,1050
1988100000,1988年度,5348,秋田県 三種町,24793,6220
1988100000,1988年度,5349,秋田県 八峰町,23419,2265
1988100000,1988年度,5361,秋田県 五城目町,21494,2010
1988100000,1988年度,5363,秋田県 八郎潟町,1703,875
1988100000,1988年度,5366,秋田県 井川町,4795,1360
1988100000,1988年度,5368,秋田県 大潟村,17005,11500
1988100000,1988年度,5434,秋田県 美郷町,16780,7070
1988100000,1988年度,5463,秋田県 羽後町,23075,4490
1988100000,1988年度,5464,秋田県 東成瀬村,20357,656
1988100000,1988年度,6201,山形県 山形市,38134,7310
1988100000,1988年度,6202,山形県 米沢市,54874,5480
1988100000,1988年度,6203,山形県 鶴岡市,131143,19850
1988100000,1988年度,6204,山形県 酒田市,60267,13670
1988100000,1988年度,6205,山形県 新庄市,22318,5700
1988100000,1988年度,6206,山形県 寒河江市,13908,3580
1988100000,1988年度,6207,山形県 上山市,24085,2990
1988100000,1988年度,6208,山形県 村山市,19680,4990
1988100000,1988年度,6209,山形県 長井市,21469,3620
1988100000,1988年度,6210,山形県 天童市,11279,4310
1988100000,1988年度,6211,山形県 東根市,20737,3950
1988100000,1988年度,6212,山形県 尾花沢市,37251,6260
1988100000,1988年度,6213,山形県 南陽市,16051,3630
1988100000,1988年度,6301,山形県 山辺町,6136,1320
1988100000,1988年度,6302,山形県 中山町,3123,1310
1988100000,1988年度,6321,山形県 河北町,5243,2220
1988100000,1988年度,6322,山形県 西川町,39323,797
1988100000,1988年度,6323,山形県 朝日町,19673,1920
1988100000,1988年度,6324,山形県 大江町,15392,1440
1988100000,1988年度,6341,山形県 大石田町,7959,2160
1988100000,1988年度,6361,山形県 金山町,16179,1780
1988100000,1988年度,6362,山形県 最上町,33027,2810
1988100000,1988年度,6363,山形県 舟形町,11878,1680
1988100000,1988年度,6364,山形県 真室川町,37429,2220
1988100000,1988年度,6365,山形県 大蔵村,21165,1480
1988100000,1988年度,6366,山形県 鮭川村,12224,2230
1988100000,1988年度,6367,山形県 戸沢村,26124,1710
1988100000,1988年度,6381,山形県 高畠町,18004,4500
1988100000,1988年度,6382,山形県 川西町,16675,5560
1988100000,1988年度,6401,山形県 小国町,73755,1450
1988100000,1988年度,6402,山形県 白鷹町,15774,2540
1988100000,1988年度,6403,山形県 飯豊町,32960,2720
1988100000,1988年度,6426,山形県 三川町,3321,2490
1988100000,1988年度,6428,山形県 庄内町,24926,6050
1988100000,1988年度,6461,山形県 遊佐町,20841,3990
1988100000,1988年度,7201,福島県 福島市,76779,11451
1988100000,1988年度,7202,福島県 会津若松市,35414,7900
1988100000,1988年度,7203,福島県 郡山市,73105,16100
1988100000,1988年度,7204,福島県 いわき市,123087,10200
1988100000,1988年度,7205,福島県 白河市,30534,7070
1988100000,1988年度,7207,福島県 須賀川市,27955,8740
1988100000,1988年度,7208,福島県 喜多方市,55471,9441
1988100000,1988年度,7209,福島県 相馬市,19760,4330
1988100000,1988年度,7210,福島県 二本松市,34465,10110
1988100000,1988年度,7211,福島県 田村市,45830,8166
1988100000,1988年度,7212,福島県 南相馬市,39792,9420
1988100000,1988年度,7213,福島県 伊達市,26505,7092
1988100000,1988年度,7214,福島県 本宮市,8794,3410
1988100000,1988年度,7301,福島県 桑折町,4297,1360
1988100000,1988年度,7303,福島県 国見町,3790,1460
1988100000,1988年度,7308,福島県 川俣町,12766,1970
1988100000,1988年度,7322,福島県 大玉村,7946,1980
1988100000,1988年度,7342,福島県 鏡石町,3125,1560
1988100000,1988年度,7344,福島県 天栄村,22556,1520
1988100000,1988年度,7362,福島県 下郷町,31709,1680
1988100000,1988年度,7364,福島県 檜枝岐村,39050,2
1988100000,1988年度,7367,福島県 只見町,74756,775
1988100000,1988年度,7368,福島県 南会津町,88649,2885
1988100000,1988年度,7402,福島県 北塩原村,23508,533
1988100000,1988年度,7405,福島県 西会津町,29813,1570
1988100000,1988年度,7407,福島県 磐梯町,5952,811
1988100000,1988年度,7408,福島県 猪苗代町,34560,3880
1988100000,1988年度,7421,福島県 会津坂下町,9165,3790
1988100000,1988年度,7422,福島県 湯川村,1633,1250
1988100000,1988年度,7423,福島県 柳津町,17607,779
1988100000,1988年度,7444,福島県 三島町,9083,226
1988100000,1988年度,7445,福島県 金山町,29397,432
1988100000,1988年度,7446,福島県 昭和村,20934,550
1988100000,1988年度,7447,福島県 会津美里町,27637,4727
1988100000,1988年度,7461,福島県 西郷村,19228,2330
1988100000,1988年度,7464,福島県 泉崎村,3539,1440
1988100000,1988年度,7465,福島県 中島村,1877,1040
1988100000,1988年度,7466,福島県 矢吹町,6038,2810
1988100000,1988年度,7481,福島県 棚倉町,15982,1800
1988100000,1988年度,7482,福島県 矢祭町,11822,986
1988100000,1988年度,7483,福島県 塙町,21128,1820
1988100000,1988年度,7484,福島県 鮫川村,13139,1770
1988100000,1988年度,7501,福島県 石川町,11580,2740
1988100000,1988年度,7502,福島県 玉川村,4656,1380
1988100000,1988年度,7503,福島県 平田村,9353,2010
1988100000,1988年度,7504,福島県 浅川町,3743,1100
1988100000,1988年度,7505,福島県 古殿町,16338,1290
1988100000,1988年度,7521,福島県 三春町,7276,1980
1988100000,1988年度,7522,福島県 小野町,12511,1960
1988100000,1988年度,7541,福島県 広野町,5839,458
1988100000,1988年度,7542,福島県 楢葉町,10345,944
1988100000,1988年度,7543,福島県 富岡町,6846,1270
1988100000,1988年度,7544,福島県 川内村,19738,1060
1988100000,1988年度,7545,福島県 大熊町,7870,1320
1988100000,1988年度,7546,福島県 双葉町,5140,1060
1988100000,1988年度,7547,福島県 浪江町,22310,3160
1988100000,1988年度,7548,福島県 葛尾村,8423,709
1988100000,1988年度,7561,福島県 新地町,4565,1530
1988100000,1988年度,7564,福島県 飯舘村,23024,2480
1988100000,1988年度,8201,茨城県 水戸市,21746,8690
1988100000,1988年度,8202,茨城県 日立市,22540,1356
1988100000,1988年度,8203,茨城県 土浦市,11382,4180
1988100000,1988年度,8204,茨城県 古河市,12358,6074
1988100000,1988年度,8205,茨城県 石岡市,21336,7690
1988100000,1988年度,8207,茨城県 結城市,6584,3960
1988100000,1988年度,8208,茨城県 龍ケ崎市,7821,3170
1988100000,1988年度,8210,茨城県 下妻市,8088,4920
1988100000,1988年度,8211,茨城県 常総市,12346,6780
1988100000,1988年度,8212,茨城県 常陸太田市,37201,6265
1988100000,1988年度,8214,茨城県 高萩市,19370,926
1988100000,1988年度,8215,茨城県 北茨城市,18643,1820
1988100000,1988年度,8216,茨城県 笠間市,23987,6640
1988100000,1988年度,8217,茨城県 取手市,6996,2780
1988100000,1988年度,8219,茨城県 牛久市,5900,1940
1988100000,1988年度,8220,茨城県 つくば市,28394,12860
1988100000,1988年度,8221,茨城県 ひたちなか市,9898,3880
1988100000,1988年度,8222,茨城県 鹿嶋市,9296,2540
1988100000,1988年度,8223,茨城県 潮来市,6267,2290
1988100000,1988年度,8224,茨城県 守谷市,3563,990
1988100000,1988年度,8225,茨城県 常陸大宮市,34804,5726
1988100000,1988年度,8226,茨城県 那珂市,9780,5047
1988100000,1988年度,8227,茨城県 筑西市,20536,12660
1988100000,1988年度,8228,茨城県 坂東市,12324,6300
1988100000,1988年度,8229,茨城県 稲敷市,17815,9740
1988100000,1988年度,8230,茨城県 かすみがうら市,11877,5430
1988100000,1988年度,8231,茨城県 桜川市,17977,6320
1988100000,1988年度,8232,茨城県 神栖市,14710,2570
1988100000,1988年度,8233,茨城県 行方市,16633,7580
1988100000,1988年度,8234,茨城県 鉾田市,20390,9670
1988100000,1988年度,8235,茨城県 つくばみらい市,7914,4290
1988100000,1988年度,8236,茨城県 小美玉市,14022,6380
1988100000,1988年度,8302,茨城県 茨城町,12162,6040
1988100000,1988年度,8309,茨城県 大洗町,2309,721
1988100000,1988年度,8310,茨城県 城里町,16211,3117
1988100000,1988年度,8341,茨城県 東海村,3567,1340
1988100000,1988年度,8364,茨城県 大子町,32612,3050
1988100000,1988年度,8442,茨城県 美浦村,3403,1530
1988100000,1988年度,8443,茨城県 阿見町,6498,2780
1988100000,1988年度,8447,茨城県 河内町,4430,2970
1988100000,1988年度,8521,茨城県 八千代町,5910,3830
1988100000,1988年度,8542,茨城県 五霞町,2309,1210
1988100000,1988年度,8546,茨城県 境町,4658,2560
1988100000,1988年度,8564,茨城県 利根町,2490,1350
1988100000,1988年度,9201,栃木県 宇都宮市,41678,14070
1988100000,1988年度,9202,栃木県 足利市,17782,3300
1988100000,1988年度,9203,栃木県 栃木市,33178,11765
1988100000,1988年度,9204,栃木県 佐野市,35607,5181
1988100000,1988年度,9205,栃木県 鹿沼市,49050,7060
1988100000,1988年度,9206,栃木県 日光市,144909,6165
1988100000,1988年度,9208,栃木県 小山市,17163,9220
1988100000,1988年度,9209,栃木県 真岡市,16721,9220
1988100000,1988年度,9210,栃木県 大田原市,35426,12060
1988100000,1988年度,9211,栃木県 矢板市,17045,3420
1988100000,1988年度,9213,栃木県 那須塩原市,59282,10610
1988100000,1988年度,9214,栃木県 さくら市,12562,5980
1988100000,1988年度,9215,栃木県 那須烏山市,17442,4360
1988100000,1988年度,9216,栃木県 下野市,7493,4450
1988100000,1988年度,9301,栃木県 上三川町,5426,2860
1988100000,1988年度,9342,栃木県 益子町,8954,2570
1988100000,1988年度,9343,栃木県 茂木町,17271,2730
1988100000,1988年度,9344,栃木県 市貝町,6424,2400
1988100000,1988年度,9345,栃木県 芳賀町,7023,4060
1988100000,1988年度,9361,栃木県 壬生町,6076,3280
1988100000,1988年度,9364,栃木県 野木町,3025,1340
1988100000,1988年度,9384,栃木県 塩谷町,17700,2960
1988100000,1988年度,9386,栃木県 高根沢町,7090,4240
1988100000,1988年度,9407,栃木県 那須町,37231,6360
1988100000,1988年度,9411,栃木県 那珂川町,19270,3320
1988100000,1988年度,10201,群馬県 前橋市,31165,-
1988100000,1988年度,10202,群馬県 高崎市,45937,-
1988100000,1988年度,10203,群馬県 桐生市,27457,-
1988100000,1988年度,10204,群馬県 伊勢崎市,13934,-
1988100000,1988年度,10205,群馬県 太田市,17649,-
1988100000,1988年度,10206,群馬県 沼田市,44302,-
1988100000,1988年度,10207,群馬県 館林市,6097,-
1988100000,1988年度,10208,群馬県 渋川市,24042,-
1988100000,1988年度,10209,群馬県 藤岡市,18017,-
1988100000,1988年度,10210,群馬県 富岡市,12305,-
1988100000,1988年度,10211,群馬県 安中市,27634,-
1988100000,1988年度,10212,群馬県 みどり市,20823,-
1988100000,1988年度,10344,群馬県 榛東村,2794,-
1988100000,1988年度,10345,群馬県 吉岡町,2050,-
1988100000,1988年度,10366,群馬県 上野村,18186,-
1988100000,1988年度,10367,群馬県 神流町,11469,-
1988100000,1988年度,10382,群馬県 下仁田町,18861,-
