調査年 コード,調査年,地域 コード,地域,事業所数,事業所数（宿泊業、飲食サービス業）,農家数（販売農家）,標準財政規模,人口密度,65歳以上人口割合,第3次産業就業者比率
2015100000,2015年度,25203,滋賀県 長浜市,***,***,***,***,719.6,26.435,57.11
2015100000,2015年度,25204,滋賀県 近江八幡市,***,***,***,***,1018.2,25.489,58.56
2015100000,2015年度,25206,滋賀県 草津市,***,***,***,***,2977.8,19.584,63.56
2015100000,2015年度,25207,滋賀県 守山市,***,***,***,***,1760.6,20.512,63.15
2015100000,2015年度,25208,滋賀県 栗東市,***,***,***,***,2244.4,17.56,62.59
2015100000,2015年度,25209,滋賀県 甲賀市,***,***,***,***,578.7,25.528,54.4
2015100000,2015年度,25210,滋賀県 野洲市,***,***,***,***,1038.5,23.965,58.78
2015100000,2015年度,25211,滋賀県 湖南市,***,***,***,***,1641.6,21.323,52.14
2015100000,2015年度,25212,滋賀県 高島市,***,***,***,***,423.7,32.02,62.61
2015100000,2015年度,25213,滋賀県 東近江市,***,***,***,***,699.2,24.606,52.77
2015100000,2015年度,25214,滋賀県 米原市,***,***,***,***,593.8,27.651,59.04
2015100000,2015年度,25383,滋賀県 日野町,***,***,***,***,395.2,27.833,50.54
2015100000,2015年度,25384,滋賀県 竜王町,***,***,***,***,434.5,23.886,47.53
2015100000,2015年度,25425,滋賀県 愛荘町,***,***,***,***,726.8,21.595,51.65
2015100000,2015年度,25441,滋賀県 豊郷町,***,***,***,***,951.5,26.395,55.6
2015100000,2015年度,25442,滋賀県 甲良町,***,***,***,***,592.5,29.805,51.6
2015100000,2015年度,25443,滋賀県 多賀町,***,***,***,***,375.3,32.998,56.94
2015100000,2015年度,26100,京都府 京都市,***,***,***,***,6762.9,25.836,68.89
2015100000,2015年度,26101,京都府 京都市 北区,***,***,***,***,7457.8,26.807,72.32
2015100000,2015年度,26102,京都府 京都市 上京区,***,***,***,***,12107.1,25.305,74.02
2015100000,2015年度,26103,京都府 京都市 左京区,***,***,***,***,5333.3,26.05,75.86
2015100000,2015年度,26104,京都府 京都市 中京区,***,***,***,***,14755.9,23.905,70.22
2015100000,2015年度,26105,京都府 京都市 東山区,***,***,***,***,6617.6,31.344,72.61
2015100000,2015年度,26106,京都府 京都市 下京区,***,***,***,***,12192.9,21.996,67.95
2015100000,2015年度,26107,京都府 京都市 南区,***,***,***,***,6320.5,24.179,60.97
2015100000,2015年度,26108,京都府 京都市 右京区,***,***,***,***,5334.6,25.989,67.28
2015100000,2015年度,26109,京都府 京都市 伏見区,***,***,***,***,5956.2,26.203,65.1
2015100000,2015年度,26110,京都府 京都市 山科区,***,***,***,***,8796.8,28.502,66.83
2015100000,2015年度,26111,京都府 京都市 西京区,***,***,***,***,5628.7,25.023,70.79
2015100000,2015年度,26201,京都府 福知山市,***,***,***,***,588,28.868,62.04
2015100000,2015年度,26202,京都府 舞鶴市,***,***,***,***,1157.7,30.275,69.13
2015100000,2015年度,26203,京都府 綾部市,***,***,***,***,417.8,36.806,58.74
2015100000,2015年度,26204,京都府 宇治市,***,***,***,***,5468.7,26.83,67.7
2015100000,2015年度,26205,京都府 宮津市,***,***,***,***,528.7,39.954,70.89
2015100000,2015年度,26206,京都府 亀岡市,***,***,***,***,1246.6,26.215,65.33
2015100000,2015年度,26207,京都府 城陽市,***,***,***,***,3411.9,31.12,67.22
2015100000,2015年度,26208,京都府 向日市,***,***,***,***,7736.2,26.827,69.57
2015100000,2015年度,26209,京都府 長岡京市,***,***,***,***,7119.1,25.654,69.69
2015100000,2015年度,26210,京都府 八幡市,***,***,***,***,3201.1,28.222,66.79
2015100000,2015年度,26211,京都府 京田辺市,***,***,***,***,2382.6,22.507,68.07
2015100000,2015年度,26212,京都府 京丹後市,***,***,***,***,453,35.276,57.51
2015100000,2015年度,26213,京都府 南丹市,***,***,***,***,424.1,33.058,60.49
2015100000,2015年度,26214,京都府 木津川市,***,***,***,***,1446.1,22.856,72.74
2015100000,2015年度,26303,京都府 大山崎町,***,***,***,***,3711.7,27.086,70.73
2015100000,2015年度,26322,京都府 久御山町,***,***,***,***,1159.6,28.535,57.01
2015100000,2015年度,26343,京都府 井手町,***,***,***,***,1117.2,31.125,58.87
2015100000,2015年度,26344,京都府 宇治田原町,***,***,***,***,660.9,26.698,57.52
2015100000,2015年度,26364,京都府 笠置町,***,***,***,***,290.4,45.833,73.46
2015100000,2015年度,26365,京都府 和束町,***,***,***,***,233,40.597,52.92
2015100000,2015年度,26366,京都府 精華町,***,***,***,***,1859.7,21.547,72.74
2015100000,2015年度,26367,京都府 南山城村,***,***,***,***,148.1,41.667,59.23
2015100000,2015年度,26407,京都府 京丹波町,***,***,***,***,276.6,39.916,54.45
2015100000,2015年度,26463,京都府 伊根町,***,***,***,***,191,46.303,61.58
2015100000,2015年度,26465,京都府 与謝野町,***,***,***,***,854.2,34.341,59.14
2015100000,2015年度,27100,大阪府 大阪市,***,***,***,***,11949.7,24.848,67.13
2015100000,2015年度,27102,大阪府 大阪市 都島区,***,***,***,***,17224.8,23.185,69.89
2015100000,2015年度,27103,大阪府 大阪市 福島区,***,***,***,***,15521.2,19.564,70.57
2015100000,2015年度,27104,大阪府 大阪市 此花区,***,***,***,***,3462.6,25.932,66.72
2015100000,2015年度,27106,大阪府 大阪市 西区,***,***,***,***,17740.9,15.678,68
2015100000,2015年度,27107,大阪府 大阪市 港区,***,***,***,***,10437,26.442,68.06
2015100000,2015年度,27108,大阪府 大阪市 大正区,***,***,***,***,6907.8,30.009,66.02
2015100000,2015年度,27109,大阪府 大阪市 天王寺区,***,***,***,***,15646.5,19.186,72.56
2015100000,2015年度,27111,大阪府 大阪市 浪速区,***,***,***,***,15892,18.258,62.52
2015100000,2015年度,27113,大阪府 大阪市 西淀川区,***,***,***,***,6715.2,24.434,62.17
2015100000,2015年度,27114,大阪府 大阪市 東淀川区,***,***,***,***,13227.6,23.428,66.27
2015100000,2015年度,27115,大阪府 大阪市 東成区,***,***,***,***,17745.2,25.218,64.87
2015100000,2015年度,27116,大阪府 大阪市 生野区,***,***,***,***,15551.6,31.207,59.23
2015100000,2015年度,27117,大阪府 大阪市 旭区,***,***,***,***,14494.9,29.292,68.63
2015100000,2015年度,27118,大阪府 大阪市 城東区,***,***,***,***,19653.6,24.944,68.58
2015100000,2015年度,27119,大阪府 大阪市 阿倍野区,***,***,***,***,17997.7,25.246,74.24
2015100000,2015年度,27120,大阪府 大阪市 住吉区,***,***,***,***,16408.4,26.941,71.28
2015100000,2015年度,27121,大阪府 大阪市 東住吉区,***,***,***,***,12953.7,28.98,69.16
2015100000,2015年度,27122,大阪府 大阪市 西成区,***,***,***,***,15180.9,36.813,61.54
2015100000,2015年度,27123,大阪府 大阪市 淀川区,***,***,***,***,13940,22.681,64.9
2015100000,2015年度,27124,大阪府 大阪市 鶴見区,***,***,***,***,13654.5,21.587,65.81
2015100000,2015年度,27125,大阪府 大阪市 住之江区,***,***,***,***,5967.4,28.041,70.23
2015100000,2015年度,27126,大阪府 大阪市 平野区,***,***,***,***,12868.7,27.185,61.72
2015100000,2015年度,27127,大阪府 大阪市 北区,***,***,***,***,11960.1,18.415,70.4
2015100000,2015年度,27128,大阪府 大阪市 中央区,***,***,***,***,10492.6,16.516,68.58
2015100000,2015年度,27140,大阪府 堺市,***,***,***,***,5758.2,26.696,69.79
2015100000,2015年度,27141,大阪府 堺市 堺区,***,***,***,***,6266.6,26.715,68.14
2015100000,2015年度,27142,大阪府 堺市 中区,***,***,***,***,6965.5,24.991,66.76
2015100000,2015年度,27143,大阪府 堺市 東区,***,***,***,***,8121,28.788,70.92
2015100000,2015年度,27144,大阪府 堺市 西区,***,***,***,***,4743,25.059,69.08
2015100000,2015年度,27145,大阪府 堺市 南区,***,***,***,***,4062.4,31.008,72.75
2015100000,2015年度,27146,大阪府 堺市 北区,***,***,***,***,10182.4,23.933,72.59
2015100000,2015年度,27147,大阪府 堺市 美原区,***,***,***,***,2968.6,28.123,63.5
2015100000,2015年度,27202,大阪府 岸和田市,***,***,***,***,3669.9,25.836,67.61
2015100000,2015年度,27203,大阪府 豊中市,***,***,***,***,10873.8,25.28,73.06
2015100000,2015年度,27204,大阪府 池田市,***,***,***,***,6209,25.558,73.45
2015100000,2015年度,27205,大阪府 吹田市,***,***,***,***,10436.7,22.53,73.99
2015100000,2015年度,27206,大阪府 泉大津市,***,***,***,***,5303.8,23.723,68.14
2015100000,2015年度,27207,大阪府 高槻市,***,***,***,***,6153,27.48,71.07
2015100000,2015年度,27208,大阪府 貝塚市,***,***,***,***,3387.9,24.8,69.53
2015100000,2015年度,27209,大阪府 守口市,***,***,***,***,11254.3,27.379,65.94
2015100000,2015年度,27210,大阪府 枚方市,***,***,***,***,6988.6,26.078,69.98
2015100000,2015年度,27211,大阪府 茨木市,***,***,***,***,5937.9,23.195,72.63
2015100000,2015年度,27212,大阪府 八尾市,***,***,***,***,7286.5,27.047,63.87
2015100000,2015年度,27213,大阪府 泉佐野市,***,***,***,***,2762.4,24.729,69.62
2015100000,2015年度,27214,大阪府 富田林市,***,***,***,***,3106.7,27.04,69.71
2015100000,2015年度,27215,大阪府 寝屋川市,***,***,***,***,9963,28.66,67.18
2015100000,2015年度,27216,大阪府 河内長野市,***,***,***,***,3145.8,31.115,72.43
2015100000,2015年度,27217,大阪府 松原市,***,***,***,***,7247.9,28.435,65.9
2015100000,2015年度,27218,大阪府 大東市,***,***,***,***,7975.2,25.221,63.82
2015100000,2015年度,27219,大阪府 和泉市,***,***,***,***,3710.3,22.645,70.45
2015100000,2015年度,27220,大阪府 箕面市,***,***,***,***,6862.7,24.569,77.48
2015100000,2015年度,27221,大阪府 柏原市,***,***,***,***,3955.1,26.323,63.09
2015100000,2015年度,27222,大阪府 羽曳野市,***,***,***,***,4701,28.259,67.53
2015100000,2015年度,27223,大阪府 門真市,***,***,***,***,10046.8,27.747,61.17
2015100000,2015年度,27224,大阪府 摂津市,***,***,***,***,5716.7,24.26,65.46
2015100000,2015年度,27225,大阪府 高石市,***,***,***,***,5002.6,26.93,69.71
2015100000,2015年度,27226,大阪府 藤井寺市,***,***,***,***,7360.9,26.61,68.04
2015100000,2015年度,27227,大阪府 東大阪市,***,***,***,***,9726.9,26.788,62.15
2015100000,2015年度,27228,大阪府 泉南市,***,***,***,***,2349.9,26.905,68.01
2015100000,2015年度,27229,大阪府 四條畷市,***,***,***,***,4984.4,25.432,67.98
2015100000,2015年度,27230,大阪府 交野市,***,***,***,***,4795.2,26.229,70.44
2015100000,2015年度,27231,大阪府 大阪狭山市,***,***,***,***,4973.5,26.68,73.24
2015100000,2015年度,27232,大阪府 阪南市,***,***,***,***,3377.5,28.679,71.25
2015100000,2015年度,27301,大阪府 島本町,***,***,***,***,4435.4,25.534,72.9
2015100000,2015年度,27321,大阪府 豊能町,***,***,***,***,1644.7,38.888,77.74
2015100000,2015年度,27322,大阪府 能勢町,***,***,***,***,482,34.799,63.96
2015100000,2015年度,27341,大阪府 忠岡町,***,***,***,***,4357.2,27.385,67.82
2015100000,2015年度,27361,大阪府 熊取町,***,***,***,***,3734,25.682,72.58
2015100000,2015年度,27362,大阪府 田尻町,***,***,***,***,1497.7,22.811,75.63
2015100000,2015年度,27366,大阪府 岬町,***,***,***,***,1238.4,36.309,73.45
2015100000,2015年度,27381,大阪府 太子町,***,***,***,***,1529.3,25.844,63.92
2015100000,2015年度,27382,大阪府 河南町,***,***,***,***,1230.1,28.972,62.76
2015100000,2015年度,27383,大阪府 千早赤阪村,***,***,***,***,753.2,40.647,65.76
2015100000,2015年度,28100,兵庫県 神戸市,***,***,***,***,4636.2,26.763,74.95
2015100000,2015年度,28101,兵庫県 神戸市 東灘区,***,***,***,***,7805.4,23.228,76.69
2015100000,2015年度,28102,兵庫県 神戸市 灘区,***,***,***,***,10452.2,24.633,77.84
2015100000,2015年度,28105,兵庫県 神戸市 兵庫区,***,***,***,***,10215.5,30.011,74.73
2015100000,2015年度,28106,兵庫県 神戸市 長田区,***,***,***,***,9637,32.504,70.01
2015100000,2015年度,28107,兵庫県 神戸市 須磨区,***,***,***,***,7525.2,30.263,76.21
2015100000,2015年度,28108,兵庫県 神戸市 垂水区,***,***,***,***,9028.1,28.368,74.74
2015100000,2015年度,28109,兵庫県 神戸市 北区,***,***,***,***,2229.7,28.261,77.35
2015100000,2015年度,28110,兵庫県 神戸市 中央区,***,***,***,***,5933,24.8,77.38
2015100000,2015年度,28111,兵庫県 神戸市 西区,***,***,***,***,2379.1,23.311,69.67
2015100000,2015年度,28201,兵庫県 姫路市,***,***,***,***,2353.3,25.141,64.02
2015100000,2015年度,28202,兵庫県 尼崎市,***,***,***,***,8922.8,26.771,68.49
2015100000,2015年度,28203,兵庫県 明石市,***,***,***,***,6194,25.269,68.42
2015100000,2015年度,28204,兵庫県 西宮市,***,***,***,***,7768.3,22.385,76.17
2015100000,2015年度,28205,兵庫県 洲本市,***,***,***,***,560.5,33.241,65.18
2015100000,2015年度,28206,兵庫県 芦屋市,***,***,***,***,8676.1,27.208,78.38
2015100000,2015年度,28207,兵庫県 伊丹市,***,***,***,***,7875.3,24.017,69.71
2015100000,2015年度,28208,兵庫県 相生市,***,***,***,***,1349.9,34.346,64.24
2015100000,2015年度,28209,兵庫県 豊岡市,***,***,***,***,570.3,31.59,65.12
2015100000,2015年度,28210,兵庫県 加古川市,***,***,***,***,2525.8,24.987,63.22
2015100000,2015年度,28212,兵庫県 赤穂市,***,***,***,***,1053.5,30.109,63.01
2015100000,2015年度,28213,兵庫県 西脇市,***,***,***,***,1063.1,30.96,57.07
2015100000,2015年度,28214,兵庫県 宝塚市,***,***,***,***,5182.1,26.559,76.8
2015100000,2015年度,28215,兵庫県 三木市,***,***,***,***,752.3,31.784,64.5
2015100000,2015年度,28216,兵庫県 高砂市,***,***,***,***,3031.3,26.329,61.23
2015100000,2015年度,28217,兵庫県 川西市,***,***,***,***,4804.1,30.071,74.88
2015100000,2015年度,28218,兵庫県 小野市,***,***,***,***,843.7,26.033,57.17
2015100000,2015年度,28219,兵庫県 三田市,***,***,***,***,1522,21.255,69.64
2015100000,2015年度,28220,兵庫県 加西市,***,***,***,***,521.9,30.434,52.49
2015100000,2015年度,28221,兵庫県 丹波篠山市,***,***,***,***,432.9,32.345,58.35
2015100000,2015年度,28222,兵庫県 養父市,***,***,***,***,361.2,36.154,63.85
2015100000,2015年度,28223,兵庫県 丹波市,***,***,***,***,531.8,32.326,56.2
2015100000,2015年度,28224,兵庫県 南あわじ市,***,***,***,***,478.5,33.422,52.05
2015100000,2015年度,28225,兵庫県 朝来市,***,***,***,***,472.4,33.193,64.39
2015100000,2015年度,28226,兵庫県 淡路市,***,***,***,***,394.4,36.096,60.07
2015100000,2015年度,28227,兵庫県 宍粟市,***,***,***,***,524.7,32.081,55.57
2015100000,2015年度,28228,兵庫県 加東市,***,***,***,***,508.4,25.207,56.76
2015100000,2015年度,28229,兵庫県 たつの市,***,***,***,***,933.3,28.245,58.17
2015100000,2015年度,28301,兵庫県 猪名川町,***,***,***,***,1499.2,26.25,75.29
2015100000,2015年度,28365,兵庫県 多可町,***,***,***,***,596,33.967,50.96
2015100000,2015年度,28381,兵庫県 稲美町,***,***,***,***,918.6,28.93,58.1
2015100000,2015年度,28382,兵庫県 播磨町,***,***,***,***,3695.4,25.019,64.32
2015100000,2015年度,28442,兵庫県 市川町,***,***,***,***,615.9,33.008,54.97
2015100000,2015年度,28443,兵庫県 福崎町,***,***,***,***,932.4,27.156,58.23
2015100000,2015年度,28446,兵庫県 神河町,***,***,***,***,442,34.09,62.04
2015100000,2015年度,28464,兵庫県 太子町,***,***,***,***,2137.7,24.479,61.84
2015100000,2015年度,28481,兵庫県 上郡町,***,***,***,***,403.9,34.386,65.84
2015100000,2015年度,28501,兵庫県 佐用町,***,***,***,***,299.8,38.235,61.26
2015100000,2015年度,28585,兵庫県 香美町,***,***,***,***,352,36.691,58.88
2015100000,2015年度,28586,兵庫県 新温泉町,***,***,***,***,370.8,36.892,59.61
2015100000,2015年度,29201,奈良県 奈良市,***,***,***,***,2501.8,28.424,76.88
2015100000,2015年度,29202,奈良県 大和高田市,***,***,***,***,3933.1,27.92,67.32
2015100000,2015年度,29203,奈良県 大和郡山市,***,***,***,***,2244.1,29.497,69.23
2015100000,2015年度,29204,奈良県 天理市,***,***,***,***,1286.7,23.971,71.57
2015100000,2015年度,29205,奈良県 橿原市,***,***,***,***,3318.5,25.935,71.43
2015100000,2015年度,29206,奈良県 桜井市,***,***,***,***,1446.3,28.682,70.37
2015100000,2015年度,29207,奈良県 五條市,***,***,***,***,416,33.965,58.68
2015100000,2015年度,29208,奈良県 御所市,***,***,***,***,918.9,37.13,63.82
2015100000,2015年度,29209,奈良県 生駒市,***,***,***,***,3509.4,25.621,76.72
2015100000,2015年度,29210,奈良県 香芝市,***,***,***,***,4278,21.638,70.06
2015100000,2015年度,29211,奈良県 葛城市,***,***,***,***,1842.8,26.475,64.56
2015100000,2015年度,29212,奈良県 宇陀市,***,***,***,***,484.5,36.605,65.95
2015100000,2015年度,29322,奈良県 山添村,***,***,***,***,144.7,42.324,52.06
2015100000,2015年度,29342,奈良県 平群町,***,***,***,***,1503.4,35.524,70.67
2015100000,2015年度,29343,奈良県 三郷町,***,***,***,***,3902.5,29.867,73.63
2015100000,2015年度,29344,奈良県 斑鳩町,***,***,***,***,2525.7,28.843,71.49
2015100000,2015年度,29345,奈良県 安堵町,***,***,***,***,1726.9,30.525,66.05
2015100000,2015年度,29361,奈良県 川西町,***,***,***,***,1430.9,30.748,67.48
2015100000,2015年度,29362,奈良県 三宅町,***,***,***,***,1683.7,32.914,64.89
2015100000,2015年度,29363,奈良県 田原本町,***,***,***,***,1502.7,28.885,66.49
2015100000,2015年度,29385,奈良県 曽爾村,***,***,***,***,240.5,44.674,58.61
2015100000,2015年度,29386,奈良県 御杖村,***,***,***,***,200.8,53.894,54.72
2015100000,2015年度,29401,奈良県 高取町,***,***,***,***,805.7,36.233,66.99
2015100000,2015年度,29402,奈良県 明日香村,***,***,***,***,521,36.556,67.41
2015100000,2015年度,29424,奈良県 上牧町,***,***,***,***,4315.9,32.357,71.06
