IDUSE	SIZE	SEXA	DOBYEAR	AGEB	MARC	DATE	MONTH	DAY	DATEB	MONTHB	DAYB	XJOB1WK	XJOBHWK	SZSJBHWK	TPJB	TPJBS	TPJOBP	TPJBSE	DOCMT	SZCMTHR	SZCMTMIN	SZCMTTL	TP4WPLA	XXWPL	XXJOB	XXJE08	XJOBDWK	XJBSCH	XJOBYR	USFLSKL	SZTTLSTA	JOINUNI	ST5JOB	WLKEEPJA	OP4UNEMP	OP3NEWJB	TP5UNEMP	XWORK	AGESTPWK	XXSTPJB	TPLSTJB	TPLSTJBS	TPLSTJBP	XXLSTJB	XXLJE08	SZSTFLS	DOLOOKJB	XNUMCOWK	DOMARRY	WNTMRY	WNTMRYAG	SSJB1WK	SSTPUNEM	SSJBHRWK	SSSJBHWK	SSTPJB	SSTPJBS	SSTPJOBP	SSTPJBSE	SSXXHQX	SSXXJOB	SSXXJE08	SSJBDWK	SSXJBSCH	SSSZWKYR	SSSZSTFA	SPAGEX	SPLVTG	PPLV4G	MMLV4G	PPAGE	MMAGE	PPMG	MMMG	PPJOB	MMJOB	CCNUMTTL	CC01SEX	CC02SEX	CC03SEX	CC04SEX	CC05SEX	CC06SEX	CC01LV4G	CC02LV4G	CC03LV4G	CC04LV4G	CC05LV4G	CC06LV4G	CC01AGE	CC02AGE	CC03AGE	CC04AGE	CC05AGE	CC06AGE	CC01MG	CC02MG	CC03MG	CC04MG	CC05MG	CC06MG	CC01JOB	CC02JOB	CC03JOB	CC04JOB	CC05JOB	CC06JOB	SZFFOTHR	FFH01REL	FFH02REL	FFH03REL	FFH04REL	FFH05REL	FFH06REL	FFH07REL	FFH01SEX	FFH02SEX	FFH03SEX	FFH04SEX	FFH05SEX	FFH06SEX	FFH07SEX	FFH01AGE	FFH02AGE	FFH03AGE	FFH04AGE	FFH05AGE	FFH06AGE	FFH07AGE	SZFFONLY	SZFFTTL	FFHEAD	SZFFOUT	FFO01REL	FFO02REL	FFO03REL	FFO04REL	FFO05REL	FFO01WHY	FFO02WHY	FFO03WHY	FFO04WHY	FFO05WHY	INCSELF	INCSP	INCPAR	INCFAM	INCPEN	INCUEB	INCSAVE	INCSOC	INCIRR	INCRENT	INCINVST	INCOTHER	INCNOKN	INCMAIN	OP10LVL	SIZEHMT	OWNHOUSE	SZHSINCM	SZINCOMA	SZINCOMX	SSSZINCA	SSSZINCM	XNUMBROE	XNUMSISE	XNUMBROY	XNUMSISY	XSSNBROE	XSSNSISE	XSSNBROY	XSSNSISY	TP5LOC15	REMOTE15	CTVW20	TP5LOC20	PPJB15	PPJBT15S	PPJBT15P	PPJBXX15	PPJXXE08	PPJBSZ15	MMJBTP15	XXLSTSCH	SSLSTSCH	PPLSTSCH	MMLSTSCH	DOLSTSCH	XGRADE	XSPSCH	XXSPSTDY	DOSPSUSC	WHNSPSCH	USFLSPS	XHSSUB	XHSRATE	XUPUBLIC	XXSCHDPT	USFLLSTS	SSDOLSTS	SSXGRADE	PSPSCH	XGETJOB	TP1STJB	TP1STJBS	TPFSTJBP	XXFSTJB	SZSTFFST	XMARRY	NUMMARRY	AGE1MG	AGE2MG	AGE3MG	AGE4MG	COOP	USTAND	AREA	TPHOUSE	AUTOLOCK	PROC	DURATION	HRTV	FQ5READ	FQ5NEWSP	FQ6NWSIN	FQSPORT	FQ7FFDNR	FQ7FRSEE	FQ7CKDNR	FQ7WASH	FQ7SHOP	FQ7CLEAN	FQ7GARB	TRNBIKE	TRNMTRBK	TRNTRAIN	TRNBUS	TRNMCAR	TRNFCAR	TRNTAXI	TRNOTHER	TRNWALK	FQRACE	FQPACHI	XGMBLLIE	XGMBLBET	OP5HLTHZ	DOSMOKEX	XQTSMOKE	DO7DRINK	ST5AREAY	ST5LEISY	ST5LIFEY	ST5ECNY	ST5FRIY	ST5HLTHY	ST5SSREL	OP5HAPPZ	NOFUTR	NOGOAL	SFMHPEAC	SFMHENGY	SFMHDPRS	XLIVEYR	DOECSLP	DOECMNP	DOECWC	DOECLMC	DOECNONE	FQ4DENKI	FQ4ELC	WLLIVE	AXCONTCM	OP5FFINX	OPFFIX15	OP5SCHPF	OP5LEVK	AXECNSF	XSCYP	XSCYPPA	XSCYPSP	XSCYPCC	XSCYPFM	XSCYPSV	XSCYPCW	XSCYPFA	XSCYPST	SZHSASST	SZHSDEBT	CRNDFF	CRGIVFF	MARRYZ	SS5HLTHZ	SSFQ7CK	SSFQ7WSH	SSFQ7SHP	SSFQ7CLN	SSFQ7GRB	RR6ACCT	Q5GVEQAA	XX8PLPTY	APPCCNUM	APPCCNMX	APPCCSXB	OP2GNR	Q4DIVOK	Q4WWJBIA	Q4WNMGA	Q4MNCOOK	Q4WWHHX	Q4MNMGA	Q4JBMMCC	Q4NOCCMG	Q4WWHPHH	QFNRINCR	OPFNWFC	OPFNWCN	OPFNWAG	OPFNWCR	OPFNWPR	OP4FNECN	OP4FNEMP	OP4FNCLT	OP4FNSFE	OP4PENSN	OPNBMTCN	OPNBASS	OPCASINO	OP7CNSTX	OPINCDIF	OP7CMTRA	XINHRGRV	WLMNGGRV	OP4NAME	AGERETR	OP7STBSN	OVEREDUC	DOUSESKL	XJOBW	XJOBOW	XJOBNO	OP5WJOB	OP5WINC	OP5WPROM	OP5WJBSC	OP5UNION	OP4FRPSN	OP4FRFCR	OP4FRCRS	OP4TRUST	OP7GDEVO	TR3CORPZ	TR3RLGPZ	TR3SCHLZ	TR3BCRAZ	TR3UNNZ	TR3NWSPZ	TR3HSPLZ	TR3TVZ	TR3SPCAZ	TR3ACDAZ	TR3CGMNZ	TR3CITYZ	TR3DEFZ	TR3COPZ	TR3FINZ	MEMPLTGP	MEMIND	MEMVLNTR	MEMCIVIL	MEMRL	MEMSPORT	MEMHOBBY	MEMCOOP	DORL	XXRL	DO3PIOUS	DISQUAKE	DISTSNM	DISFLOOD	DISTSNOW	DISVOLC	DISLAND	DISNUC	AXDIS	OPNUCPOL	AXFDRAD	COMMDIS	ENHMAP	ENHMWP	ENHMSP	ENHMAGNG	ENHMSHOP	ENHMEMP	ENHMDCRM	ENHMDEPP	ENHMTRNS	ENHMDSLD	ENHMANML	ENHMD	DOWORK	SZNRWRKR	SZFWRKR	CLLGFRGN	OP5CPDCS	OP5FMCMP	OP5FMMTR	OP5SENIR	OP5MNPWR	OP5FMMGR	FQ5JBIF	FQ5FLIF	HDFMCARE	HDHOBBY	HDSICK	WRKSECUR	WRKHIPAY	WRKPROMO	WRKFREE	WRKVLM	WRKRWRD	WRKFAMIL	WRKABLTY	WRKSOCTY	WRKSHARE	WRKPRIDE	WEIGHT
1306	3	1	1983	31	4	415	4	15	416	4	16	1	10	0	1	1	1	8	1	0	30	30	2	30	604	6222	2	60	4	3	4	1	2	2	3	2	8	8	888	88	8	8	8	998	88888	8	2	5	4	2	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	1	1	60	55	1	1	1	1	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	40	0	88	88	88	88	88	8	8	8	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	4	1	21	6	6	22	22	0	1	0	0	888	888	888	888	3	2	1	8	3	8	8	679	7115	1	2	9	15	14	14	1	88	2	88	8	8	8	1	4	8	888	4	8	88	8	1	1	2	8	679	2	2	88	888	888	888	888	2	2	4	1	8	1	20	0	0	5	2	5	7	5	7	2	1	5	3	0	0	0	0	1	0	0	0	0	1	5	2	2	3	1	2	1	3	3	3	3	3	3	6	3	3	3	2	3	3	6	0	0	0	0	1	3	4	2	3	2	2	2	2	2	2	8	8	8	8	8	8	8	8	15	1	2	8	2	8	8	8	8	8	8	8	2	8	2	888	1	1	3	2	3	2	2	3	3	9	3	2	2	2	2	2	2	3	1	2	2	3	3	3	2	6	5	1	2	1	3	4	2	1	1	0	0	1	3	3	4	3	2	1	2	2	2	3	2	3	2	4	2	2	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	88	8	2	3	2	4	2	2	4	3	3	3	4	3	3	3	2	3	3	3	2	3	3	3	3	1	2	1	2	2	1	2	1	2	3	3	4	2	3	2	3	4	3	4	4	3	3	4	2	2	3	60383
233	3	2	1976	38	1	318	3	18	325	3	25	1	40	0	1	1	2	8	1	0	5	5	4	60	554	4416	5	40	20	1	9	3	2	3	4	3	8	8	888	88	8	8	8	998	88888	8	2	2	1	8	888	1	8	40	0	1	1	1	8	60	642	7311	5	40	15	9	38	1	2	2	67	68	1	1	1	2	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	1	0	88	88	88	88	88	8	8	8	8	8	1	1	0	0	0	0	0	0	0	0	0	0	0	2	6	3	2	11	8	8	7	7	1	0	1	0	0	0	0	1	2	2	1	8	1	1	3	677	7411	5	1	9	9	9	9	1	88	2	88	8	8	8	3	4	8	888	2	1	88	2	1	1	1	1	999	99	1	1	27	888	888	888	1	2	4	2	2	1	20	2	0	5	1	5	1	4	2	2	1	3	2	0	0	0	0	1	1	0	0	0	1	5	2	2	3	1	2	7	2	2	2	4	4	4	1	1	2	3	2	4	3	1	0	0	0	0	1	2	2	2	2	2	2	2	3	2	1	0	0	0	0	1	1	0	0	3	3	2	8	1	4	7	4	1	7	2	4	3	9	3	888	1	1	2	3	4	2	4	4	3	2	2	1	2	3	2	3	2	3	2	3	1	2	3	3	3	5	2	4	2	1	1	5	3	3	1	0	1	0	2	4	5	4	2	1	1	1	2	4	1	3	2	2	4	2	2	3	2	2	3	3	2	2	1	2	2	2	2	2	2	2	2	3	88	8	3	1	1	4	4	2	4	2	2	3	3	2	3	3	1	1	2	2	2	1	3	2	3	1	2	2	1	1	4	4	1	1	5	3	3	4	4	2	2	4	2	5	2	2	2	1	2	3	4	43601
1171	3	2	1941	73	3	307	3	7	311	3	11	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	71	10	1	2	8	581	5120	3	2	4	3	3	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	4	4	888	888	8	8	8	8	2	1	2	8	8	8	8	4	2	8	8	8	8	888	50	888	888	888	888	8	1	8	8	8	8	8	1	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	0	1	0	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	5	10	4	1	3	3	23	22	22	0	2	2	2	2	1	3	1	4	1	2	3	3	8	8	599	6111	1	7	8	14	14	14	1	88	1	27	2	2	4	88	8	8	888	9	8	88	8	1	1	1	1	569	2	1	1	21	888	888	888	2	2	4	1	8	1	20	10	1	1	6	1	2	4	1	1	1	1	2	0	0	0	0	1	0	0	0	0	1	1	2	2	1	3	8	6	1	3	3	3	2	2	6	1	5	4	2	3	3	8	0	0	0	0	1	1	1	1	4	1	3	3	4	2	2	8	8	8	8	8	8	8	8	3	1	2	8	2	8	8	8	8	8	8	8	1	8	3	888	2	1	3	4	2	1	9	2	4	4	3	1	2	9	2	2	2	4	4	2	4	9	1	1	5	4	1	4	3	8	1	6	6	9	9	0	0	1	4	4	4	4	3	1	2	2	2	4	4	3	1	4	4	1	1	2	9	9	3	3	4	2	2	2	2	2	2	2	2	2	2	3	88	8	3	4	4	4	3	4	4	2	2	2	2	3	4	4	1	3	4	2	2	3	3	4	4	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	48169
371	3	1	1963	51	1	315	3	15	318	3	18	1	50	0	2	8	8	8	1	0	3	3	3	92	573	3322	6	40	14	1	4	3	1	3	4	3	8	8	888	88	8	8	8	998	88888	8	2	4	1	8	888	1	8	40	0	2	8	8	8	92	559	4311	5	40	14	4	52	1	3	3	82	75	1	1	2	2	2	2	1	8	8	8	8	1	3	8	8	8	8	23	21	888	888	888	888	4	4	8	8	8	8	1	2	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	0	1	11	88	88	88	88	4	8	8	8	8	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	14	13	13	6	6	0	1	0	0	0	0	0	1	2	2	1	8	1	1	9	611	5112	6	2	9	9	9	9	1	88	2	88	8	8	8	3	3	8	888	2	1	88	2	1	1	1	9	554	4	1	1	26	888	888	888	2	1	4	1	8	1	20	4	0	1	1	3	1	4	5	5	4	3	2	0	0	0	0	1	0	0	0	0	1	1	2	2	3	2	8	2	2	2	2	2	2	3	2	2	4	3	2	2	4	6	1	1	1	1	0	2	2	1	2	4	3	3	2	2	1	0	0	0	0	1	0	0	0	99	99	2	8	1	2	1	1	2	3	2	1	2	8	2	888	9	9	3	3	3	2	3	3	3	3	3	9	2	2	2	2	2	3	3	3	2	3	2	2	4	5	4	6	3	8	2	4	5	1	1	0	0	1	4	4	4	4	3	1	3	1	2	4	3	3	2	3	4	2	2	2	2	4	3	3	4	2	2	2	1	2	2	2	1	1	2	3	88	8	1	1	2	4	3	3	3	1	4	2	3	4	4	4	1	3	2	3	2	2	3	3	3	1	1	1	2	4	2	3	2	4	3	4	4	9	3	2	2	3	3	3	3	2	2	2	2	3	2	47981
1939	3	1	1970	44	4	315	3	15	318	3	18	1	50	0	1	1	4	8	1	0	5	5	4	140	554	4110	6	40	22	2	8	3	1	3	4	3	8	8	888	88	8	8	8	998	88888	8	2	3	4	9	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	1	1	73	73	1	1	2	2	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	40	1	52	88	88	88	88	9	8	8	8	8	1	0	0	0	1	0	0	0	0	0	0	0	0	5	5	3	1	21	9	9	22	22	0	1	0	0	888	888	888	888	2	2	1	8	1	1	1	653	7521	3	2	9	15	9	9	1	88	1	21	1	2	3	1	6	8	888	4	8	88	8	1	1	1	9	565	6	2	88	888	888	888	888	2	2	4	1	8	1	20	5	2	1	1	5	1	3	7	7	7	7	7	0	0	0	0	1	0	0	0	0	1	5	1	2	1	1	1	1	1	1	1	1	1	1	6	1	5	1	1	5	5	8	0	0	0	1	0	1	1	1	1	3	3	3	3	1	1	0	0	0	0	1	0	0	0	2	1	2	8	2	8	8	8	8	8	8	8	3	8	2	888	1	1	4	1	4	1	4	4	4	4	4	2	3	3	3	3	3	4	4	4	4	1	5	5	3	5	1	1	1	9	3	4	7	9	9	1	0	0	5	5	5	5	5	1	1	1	1	1	3	3	3	3	3	3	4	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	88	8	1	1	1	1	1	1	1	3	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	4	2	1	1	3	3	3	1	5	5	4	4	4	1	3	3	5	5	5	1	5	1	1	1	62429
1545	3	1	1983	31	1	307	3	7	315	3	15	1	36	0	1	1	1	8	1	0	5	5	2	20	602	6210	5	40	5	1	4	3	4	3	5	2	8	8	888	88	8	8	8	998	88888	8	2	2	1	8	888	1	8	12	0	1	2	8	8	140	592	5329	5	20	1	5	43	1	3	3	67	61	9	9	2	2	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	1	43	88	88	88	88	88	88	2	8	8	8	8	8	8	62	888	888	888	888	888	888	2	3	0	0	88	88	88	88	88	8	8	8	8	8	1	1	0	0	0	0	0	0	0	0	0	0	0	1	7	4	1	6	6	6	2	2	0	1	0	0	0	0	0	1	1	2	1	8	1	1	2	634	8212	5	2	9	9	9	12	2	88	1	21	1	2	1	1	4	8	888	9	1	88	1	1	1	2	8	586	9	1	1	25	888	888	888	2	2	4	1	8	1	15	2	1	4	2	5	1	5	3	7	2	2	2	0	0	0	0	1	0	0	0	0	6	5	2	2	3	3	8	7	2	2	2	4	3	3	1	2	3	3	5	4	1	5	0	1	0	0	0	3	3	2	2	2	1	4	4	1	1	0	0	0	0	1	0	0	0	15	9	1	1	1	3	1	1	1	1	2	1	2	8	2	888	2	2	3	1	2	3	3	1	2	2	2	1	1	2	2	2	1	2	2	3	2	1	3	3	2	2	1	3	2	9	1	5	1	2	1	1	0	0	3	3	3	3	3	2	2	2	3	2	3	3	2	3	3	3	2	2	2	3	4	4	2	3	3	2	2	2	2	2	2	2	2	3	88	8	3	3	2	3	4	1	4	2	2	3	4	2	3	2	1	4	1	3	1	1	2	1	1	1	1	1	2	2	1	1	4	1	4	2	4	2	3	1	2	4	1	2	3	2	3	2	2	1	3	60383
895	3	2	1970	44	2	308	3	8	314	3	14	1	40	0	1	1	1	8	1	0	15	15	2	140	514	3221	6	40	18	1	3	3	3	2	2	2	8	8	888	88	8	8	8	998	88888	8	2	7	2	3	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	4	2	888	75	8	3	8	2	2	1	1	8	8	8	8	1	1	8	8	8	8	18	14	888	888	888	888	4	4	8	8	8	8	2	2	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	0	0	88	88	88	88	88	8	8	8	8	8	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	3	1	8	7	7	22	22	1	0	0	1	888	888	888	888	2	2	1	8	1	1	1	680	9313	7	3	9	15	9	9	1	88	2	88	8	8	8	6	3	8	888	1	8	88	8	1	1	1	1	514	5	1	1	25	888	888	888	1	1	5	1	8	1	20	1	0	4	4	5	1	5	1	1	2	2	2	0	0	0	0	1	0	0	0	0	1	1	2	2	1	3	8	5	3	2	2	5	2	1	6	1	4	4	3	3	4	1	0	1	1	0	0	1	3	1	3	1	2	3	4	2	1	0	0	0	0	1	0	0	0	4	3	2	8	2	8	8	8	8	8	8	8	3	9	2	888	1	1	3	2	3	2	2	3	3	2	2	2	2	2	2	3	2	3	2	3	2	3	2	2	2	4	3	5	3	8	3	5	5	1	1	0	0	1	2	3	3	2	3	1	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	88	8	3	3	3	4	4	4	4	3	2	3	4	3	3	3	1	2	3	3	3	3	3	3	4	1	1	4	2	1	1	3	3	5	3	4	4	4	4	3	3	5	5	5	5	5	2	4	2	4	5	46113
1812	3	1	1947	67	1	307	3	7	314	3	14	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	2	1	60	1	1	1	4	554	4110	6	2	3	1	8	888	3	4	888	888	8	8	8	8	998	998	88888	88	888	888	88	64	1	4	1	888	88	8	3	8	2	1	1	8	8	8	8	8	3	8	8	8	8	8	35	888	888	888	888	888	1	8	8	8	8	8	1	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	0	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	5	7	4	1	6	6	23	99	23	0	0	1	2	3	0	0	0	3	1	3	1	3	8	8	601	6122	2	7	12	11	6	3	1	88	2	88	8	8	8	1	6	1	304	2	1	88	2	1	1	1	1	559	3	1	1	29	888	888	888	1	1	5	1	8	1	18	3	3	1	1	5	1	5	7	7	3	4	2	0	0	0	0	1	0	0	0	0	1	4	2	2	3	3	8	3	2	3	2	3	2	3	2	2	3	3	3	4	3	7	0	0	0	0	1	2	2	2	3	2	3	5	4	3	2	8	8	8	8	8	8	8	8	6	5	2	8	1	2	1	1	2	1	2	1	1	8	2	888	1	1	3	2	4	3	2	4	3	4	4	1	2	2	2	2	1	2	2	2	2	4	2	2	2	7	2	1	1	1	3	6	4	1	1	0	0	1	4	4	4	4	2	3	2	2	2	5	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	13	3	3	4	3	4	4	4	4	3	3	4	2	4	3	4	2	2	2	4	2	2	2	3	4	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	42163
1845	3	2	1945	69	1	308	3	8	314	3	14	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	65	1	1	2	8	644	9411	3	2	2	1	8	888	3	2	888	888	8	8	8	8	998	998	88888	88	888	888	88	72	1	4	4	888	888	8	8	8	8	3	2	2	1	8	8	8	2	2	3	8	8	8	48	45	42	888	888	888	1	1	1	8	8	8	1	1	1	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	1	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	5	5	4	1	20	20	23	20	23	0	1	1	0	0	0	2	0	3	1	1	8	1	1	7	559	4311	7	7	9	9	14	14	1	88	2	88	8	8	8	1	6	8	888	4	1	88	2	1	1	1	1	651	4	1	1	20	888	888	888	1	1	5	1	8	1	20	4	1	3	6	5	1	5	1	2	2	2	2	0	0	0	0	1	0	0	0	0	1	1	2	2	3	3	8	7	1	3	3	3	3	3	1	1	3	3	3	3	3	8	0	0	1	0	0	3	3	1	3	2	1	4	3	1	2	8	8	8	8	8	8	8	8	15	9	2	8	1	3	3	3	2	2	2	6	2	3	3	888	2	1	3	4	2	1	1	2	2	4	4	2	2	2	2	2	2	3	2	3	3	2	1	1	1	1	1	3	1	2	3	6	7	3	9	0	0	1	3	3	3	3	3	1	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	3	88	8	3	4	4	4	4	4	3	2	2	4	2	3	3	3	1	2	1	3	2	1	2	3	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	47477
335	3	1	1937	77	1	307	3	7	307	3	7	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	2	1	63	1	1	1	4	521	2341	6	2	2	1	8	888	3	4	888	888	8	8	8	8	998	998	88888	88	888	888	88	76	1	4	4	888	888	8	8	8	8	2	2	1	8	8	8	8	3	3	8	8	8	8	49	47	888	888	888	888	1	1	8	8	8	8	1	1	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	0	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	0	0	0	0	0	1	0	5	5	5	1	7	6	23	4	23	1	1	0	3	1	0	0	4	3	1	3	2	6	8	8	998	88888	8	1	12	9	2	2	1	88	2	88	8	8	8	1	3	1	321	1	1	88	2	1	1	1	1	521	12	1	1	28	888	888	888	1	1	5	1	8	1	20	4	3	1	6	1	1	5	2	7	3	3	1	0	0	0	0	1	0	0	0	0	1	1	2	2	1	2	8	1	1	3	3	3	3	2	2	2	3	3	2	2	5	8	1	1	0	0	0	1	2	1	2	3	2	5	3	4	2	8	8	8	8	8	8	8	8	5	4	2	8	1	2	1	1	2	1	1	2	1	5	3	888	1	1	3	1	2	2	2	2	2	3	2	1	2	2	2	2	1	3	3	3	3	3	2	2	1	4	2	1	3	8	1	4	5	1	1	0	0	1	3	3	3	3	2	3	2	2	3	5	2	3	1	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	10	2	3	3	3	4	4	4	3	3	4	3	5	3	3	3	1	1	1	3	2	2	2	2	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	44667
139	3	2	1938	76	2	314	3	14	314	3	14	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	6	1	75	10	1	2	8	644	9411	2	2	5	2	3	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	4	1	888	97	8	3	8	2	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	41	0	88	88	88	88	88	8	8	8	8	8	0	0	1	0	1	0	0	0	0	0	0	0	0	3	5	4	1	8	6	23	22	22	0	0	1	3	888	888	888	888	4	1	1	8	1	1	7	522	2330	6	1	9	15	6	3	1	88	2	88	8	8	8	3	4	8	888	4	8	88	8	1	1	1	1	559	13	1	1	35	888	888	888	1	1	5	1	8	1	20	5	1	1	6	2	1	5	1	2	2	2	3	1	0	0	0	0	0	0	0	0	1	1	2	2	3	3	8	7	4	4	3	2	2	3	6	3	5	5	2	2	5	6	0	0	0	0	1	1	1	3	3	3	3	4	3	4	2	8	8	8	8	8	8	8	8	15	1	1	1	2	8	8	8	8	8	8	8	1	3	2	888	1	2	1	3	4	1	4	4	4	1	4	2	2	1	2	2	3	3	3	1	1	3	3	2	1	5	2	7	3	8	4	6	6	3	3	0	0	1	4	4	4	4	2	3	1	1	2	6	4	1	2	3	4	4	2	4	4	2	3	2	2	3	2	1	2	2	2	1	2	1	1	1	41	1	1	4	3	4	4	4	4	3	5	1	3	3	4	4	1	1	1	3	1	1	2	3	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	48169
443	3	2	1960	54	1	228	2	28	301	3	1	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	51	10	1	2	8	644	9411	2	2	2	1	8	888	1	8	3	0	1	2	8	8	170	688	9622	3	3	0	4	67	1	4	2	888	82	8	3	8	2	3	2	2	1	8	8	8	3	2	1	8	8	8	29	26	23	888	888	888	4	1	4	8	8	8	1	1	1	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	1	0	88	88	88	88	88	8	8	8	8	8	0	1	0	0	1	0	0	0	0	0	0	0	0	5	5	5	1	6	1	23	6	6	1	1	0	0	1	0	0	2	3	2	1	8	3	8	8	684	7119	2	7	9	9	8	9	1	88	1	27	1	2	4	5	5	8	888	4	1	88	2	2	1	1	1	652	3	1	1	24	888	888	888	1	1	5	1	8	1	20	6	0	1	1	5	1	5	1	1	2	1	2	0	0	0	0	1	0	0	0	0	1	1	2	2	3	3	8	7	1	1	1	1	1	2	1	1	4	4	2	2	3	1	0	1	0	1	0	1	1	1	3	2	4	2	4	2	2	8	8	8	8	8	8	8	8	7	5	2	8	1	2	7	7	7	2	2	1	1	3	3	888	2	2	2	4	2	1	4	2	2	4	3	2	2	2	2	2	2	3	3	3	2	2	3	3	1	5	2	2	3	8	1	3	7	3	1	0	0	1	4	4	4	4	3	2	1	1	1	7	4	4	2	4	4	1	1	1	4	4	4	4	4	2	1	2	2	2	2	2	2	2	2	3	88	8	2	2	2	4	4	4	3	2	2	1	2	2	3	3	2	1	1	3	3	1	3	2	4	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	36371
